Input String,comet_token id_var2 arith_assign cmt_3 sep_semicolon comet_token id_var1 arith_assign id_var2 sep_semicolon comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign identifier,arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign factor arith_minus <- identifier arith_minus                                                       ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign factor arith_minus,cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign factor arith_minus comet_literal <- cmt_1                                                      ,,
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign arithExp <- factor arith_minus comet_literal                                                      ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign arithExp,sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr assignStmt <- identifier arith_assign arithExp sep_semicolon                                                       ,,
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr expr <- assignStmt                                                          ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr expr,sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token stmt <- sep_op_brac expr expr sep_cl_brac                                                         ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt,whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt whirl_token,sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par,id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par identifier <- id_var2                                                         ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par identifier,comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par identifier relationalOp <- comp_great                                                        ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par identifier relationalOp,cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par identifier relationalOp comet_literal <- cmt_2                                                       ,,
REDUCE TO expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par relationalExp <- identifier relationalOp comet_literal                                                       ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt whirl_token sep_op_par relationalExp,sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token stmt whirl_token conditionalExp <- sep_op_par relationalExp sep_cl_par                                                        ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token stmt whirl_token conditionalExp,sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop <- launchwhirl_token stmt whirl_token conditionalExp sep_semicolon                                                         ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop,whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token,sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par,id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par identifier <- id_var3                                                          ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par identifier,comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par identifier relationalOp <- comp_great                                                         ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par identifier relationalOp,cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par identifier relationalOp comet_literal <- cmt_1                                                        ,,
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par relationalExp <- identifier relationalOp comet_literal                                                        ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token sep_op_par relationalExp,sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp <- sep_op_par relationalExp sep_cl_par                                                         ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp,sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac,transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac transmission_token,sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac transmission_token sep_op_par,"hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac transmission_token sep_op_par string <- "hello"                                                       ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac transmission_token sep_op_par string,sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac transmission_token sep_op_par string sep_cl_par,sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac transmissionStmt <- transmission_token sep_op_par string sep_cl_par sep_semicolon                                                     ,,
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr <- transmissionStmt                                                         ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr,id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier <- id_var3                                                        ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier,arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign,id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign identifier <- id_var3                                                      ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign identifier,arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign factor arith_minus <- identifier arith_minus                                                     ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign factor arith_minus,cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign factor arith_minus comet_literal <- cmt_1                                                    ,,
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign arithExp <- factor arith_minus comet_literal                                                    ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr identifier arith_assign arithExp,sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr assignStmt <- identifier arith_assign arithExp sep_semicolon                                                     ,,
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr expr <- assignStmt                                                        ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp sep_op_brac expr expr,sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp stmt <- sep_op_brac expr expr sep_cl_brac                                                       ,,
SHIFT,expr expr expr expr expr expr launchWhirlLoop whirl_token conditionalExp stmt,
REDUCE TO expr expr expr expr expr expr launchWhirlLoop whirlLoop <- whirl_token conditionalExp stmt sep_semicolon                                                         ,,
ACCEPT,,
