Input String,comet_token id_var2 arith_assign cmt_3 sep_semicolon comet_token id_var1 arith_assign id_var2 sep_semicolon comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon,
SHIFT,expr comet_token,id_var1 arith_assign id_var2 sep_semicolon comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr comet_token identifier <- id_var1                                                                 ,,
SHIFT,expr comet_token identifier,arith_assign id_var2 sep_semicolon comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr comet_token identifier arith_assign,id_var2 sep_semicolon comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr comet_token identifier arith_assign identifier <- id_var2                                                               ,,
SHIFT,expr comet_token identifier arith_assign identifier,sep_semicolon comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr decStmt <- comet_token identifier arith_assign identifier sep_semicolon                                                              ,,
REDUCE TO expr expr <- decStmt                                                                  ,,
SHIFT,expr expr,comet_token id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr comet_token,id_var3 arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr comet_token identifier <- id_var3                                                                ,,
SHIFT,expr expr comet_token identifier,arith_assign cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr comet_token identifier arith_assign,cmt_3 sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr comet_token identifier arith_assign comet_literal <- cmt_3                                                              ,,
SHIFT,expr expr comet_token identifier arith_assign comet_literal,sep_semicolon id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr decStmt <- comet_token identifier arith_assign comet_literal sep_semicolon                                                             ,,
REDUCE TO expr expr expr <- decStmt                                                                 ,,
SHIFT,expr expr expr,id_var1 arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr identifier <- id_var1                                                                ,,
SHIFT,expr expr expr identifier,arith_assign cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr identifier arith_assign,cmt_4 sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr identifier arith_assign comet_literal <- cmt_4                                                              ,,
SHIFT,expr expr expr identifier arith_assign comet_literal,sep_semicolon id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr assignStmt <- identifier arith_assign comet_literal sep_semicolon                                                             ,,
REDUCE TO expr expr expr expr <- assignStmt                                                                ,,
SHIFT,expr expr expr expr,id_var2 arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr identifier <- id_var2                                                               ,,
SHIFT,expr expr expr expr identifier,arith_assign cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr identifier arith_assign,cmt_5 sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr identifier arith_assign comet_literal <- cmt_5                                                             ,,
SHIFT,expr expr expr expr identifier arith_assign comet_literal,sep_semicolon id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr assignStmt <- identifier arith_assign comet_literal sep_semicolon                                                            ,,
REDUCE TO expr expr expr expr expr <- assignStmt                                                               ,,
SHIFT,expr expr expr expr expr,id_var3 arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr identifier <- id_var3                                                              ,,
SHIFT,expr expr expr expr expr identifier,arith_assign cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr identifier arith_assign,cmt_5 sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr identifier arith_assign comet_literal <- cmt_5                                                            ,,
SHIFT,expr expr expr expr expr identifier arith_assign comet_literal,sep_semicolon launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr assignStmt <- identifier arith_assign comet_literal sep_semicolon                                                           ,,
REDUCE TO expr expr expr expr expr expr <- assignStmt                                                              ,,
SHIFT,expr expr expr expr expr expr,launchwhirl_token sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token,sep_op_brac transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac,transmission_token sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac transmission_token,sep_op_par "foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac transmission_token sep_op_par,"foobar" sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac transmission_token sep_op_par string <- "foobar"                                                         ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac transmission_token sep_op_par string,sep_cl_par sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac transmission_token sep_op_par string sep_cl_par,sep_semicolon id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac transmissionStmt <- transmission_token sep_op_par string sep_cl_par sep_semicolon                                                       ,,
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr <- transmissionStmt                                                           ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr,id_var2 arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier <- id_var2                                                          ,,
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier,arith_assign id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
SHIFT,expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign,id_var2 arith_minus cmt_1 sep_semicolon sep_cl_brac whirl_token sep_op_par id_var2 comp_great cmt_2 sep_cl_par sep_semicolon whirl_token sep_op_par id_var3 comp_great cmt_1 sep_cl_par sep_op_brac transmission_token sep_op_par "hello" sep_cl_par sep_semicolon id_var3 arith_assign id_var3 arith_minus cmt_1 sep_semicolon sep_cl_brac sep_semicolon
REDUCE TO expr expr expr expr expr expr launchwhirl_token sep_op_brac expr identifier arith_assign identifier <- id_var2                                                        ,,
